Review #,Brand,Style,Country,Stars,Top Ten
1.542062404587219,Uni-President,Bowl,Taiwan,5,
1.5407197294417363,World O' Noodle,Pack,Indonesia,5,
1.539377054296253,Nissin,Bowl,Japan,4.5,
1.5380343791507702,Kang Shi Fu,Pack,Hong Kong,4.75,
1.536691704005287,Mum Ngon,Pack,Vietnam,3.5,
1.5353490288598042,Happy Cook,Pack,Taiwan,4.25,
1.534006353714321,Nissin,Cup,Japan,3.75,
1.5326636785688381,Fashion Food,Bowl,Thailand,3.5,
1.531321003423355,Dream Kitchen,Bowl,USA,3.75,
1.529978328277872,MyKuali,Pack,Malaysia,5,
1.5286356531323892,New Touch,Cup,Japan,4,
1.5272929779869062,TTL,Bowl,Taiwan,5,
1.5259503028414232,Ajinatori,Pack,Japan,2.5,
1.5246076276959402,Dr. McDougall's,Cup,USA,0,
1.5232649525504574,Nissin,Cup,Hong Kong,5,
1.521922277404974,Samyang Foods,Pack,South Korea,3.75,
1.5205796022594913,Ve Wong,Pack,Taiwan,3.5,
1.5192369271140085,Nissin,Cup,Mexico,3.25,
1.5178942519685252,Uni-President,Pack,Taiwan,5,
1.5165515768230424,Nissin,Cup,China,3.75,
1.5152089016775592,MyKuali,Box,Japan,5,
1.5138662265320764,Myojo,Tray,Japan,4.5,
1.5125235513865931,Super Bihun,Pack,Indonesia,3.75,
1.5111808762411103,Xiuhe,Bowl,China,4.25,
1.509838201095627,Nissin,Bowl,Japan,5,
1.5084955259501442,Little Cook,Bowl,Taiwan,5,
1.5071528508046614,Nissin,Cup,Hong Kong,2.5,
1.5058101756591782,Shirakiku,Pack,USA,3.25,
1.5044675005136954,Mama Pat's,Pack,USA,3.75,
1.5031248253682121,Mama Pat's,Pack,USA,3.75,
1.5017821502227293,Mama Pat's,Pack,USA,3.5,
1.500439475077246,Mama Pat's,Pack,USA,3.75,
1.4990967999317633,Just Way,Pack,Taiwan,4.5,
1.4977541247862802,Sichuan Guangyou,Pack,China,0.25,
1.4964114496407972,Nissin,Cup,Hong Kong,4,
1.4950687744953144,MyKuali,Pack,Singapore,5,
1.4937260993498314,Goku-Uma,Bowl,USA,4.75,
1.4923834242043483,Maggi,Pack,India,3.75,
1.4910407490588653,Sichuan Baijia,Bowl,China,5,
1.4896980739133825,Nissin,Cup,Singapore,5,
1.4883553987678992,Indomie,Pack,Indonesia,4,
1.4870127236224164,Liang Cheng Mai,Tray,China,1,
1.4856700484769336,Samyang Foods,Bowl,South Korea,4,
1.4843273733314504,Maggi,Pack,Fiji,3.25,
1.4829846981859676,Master Kong,Pack,China,4.25,
1.4816420230404843,Nissin,Cup,Hong Kong,3.75,
1.4802993478950015,Ripe'n'Dry,Pack,Japan,3,
1.4789566727495183,MyKuali,Bowl,Malaysia,5,
1.4776139976040354,Ottogi,Pack,South Korea,5,
1.4762713224585522,Nissin,Cup,Hong Kong,3.75,
1.4749286473130694,Gefen,Cup,USA,4,
1.4735859721675866,Hua Feng,Pack,China,4.25,
1.4722432970221033,Nissin,Bowl,Hong Kong,3.5,
1.4709006218766205,Maggi,Pack,Fiji,4,
1.4695579467311373,Uni-President,Bowl,Taiwan,4.75,
1.4682152715856545,Sichuan Guangyou,Pack,China,4.25,
1.4668725964401712,Nissin,Cup,USA,3.5,
1.4655299212946884,Nongshim,Cup,South Korea,0.5,
1.4641872461492056,Nissin,Cup,Hong Kong,4.75,
1.4628445710037223,Pulmuone,Pack,South Korea,3.75,
1.4615018958582395,Nissin,Cup,USA,2.5,
1.4601592207127565,Sau Tao,Pack,Hong Kong,4.5,
1.4588165455672735,MyKuali,Box,Malaysia,5,
1.4574738704217904,Nissin,Cup,Thailand,3.25,
1.4561311952763076,Uni-President,Bowl,Taiwan,5,
1.4547885201308244,World O' Noodle,Pack,Indonesia,4.5,
1.4534458449853416,Nissin,Pack,India,4.5,
1.4521031698398588,Liu Quan,Bowl,China,4,
1.4507604946943755,Daikoku,Cup,Japan,3.5,
1.4494178195488927,Samyang Foods,Pack,South Korea,4.5,
1.4480751444034095,Samyang Foods,Pack,South Korea,4.25,
1.4467324692579266,Samyang Foods,Pack,South Korea,3.75,
1.4453897941124434,Samyang Foods,Pack,South Korea,4,
1.4440471189669606,Samyang Foods,Pack,South Korea,5,
1.4427044438214773,Samyang Foods,Pack,South Korea,5,
1.4413617686759945,Samyang Foods,Pack,South Korea,4,
1.4400190935305117,Samyang Foods,Pack,South Korea,4,
1.4386764183850285,Chuan Wei Wang,Bowl,China,4,
1.4373337432395457,Nissin,Bowl,Hong Kong,5,
1.4359910680940624,Wai Wai,Pack,India,2,
1.4346483929485796,Daikoku,Cup,Japan,2,
1.4333057178030963,Sichuan Baijia,Bowl,China,4,
1.4319630426576135,Kamfen,Bowl,Hong Kong,5,
1.4306203675121307,Nongshim,Cup,South Korea,4,
1.4292776923666475,Marutai,Pack,Japan,4,
1.4279350172211647,Vifon,Bowl,Vietnam,5,
1.4265923420756816,Nissin,Cup,Japan,4,
1.4252496669301986,Uni-President,Pack,Taiwan,1,
1.4239069917847156,1 To 3 Noodles,Pack,India,4,
1.4225643166392328,Nissin,Cup,Hong Kong,4,
1.4212216414937495,Fantastic,Cup,Australia,3,
1.4198789663482667,Ripe'n'Dry,Pack,Japan,3,
1.418536291202784,Nissin,Bowl,Hong Kong,3,
1.4171936160573007,Knorr,Pack,Pakistan,1,
1.4158509409118178,Sempio,Pack,South Korea,5,
1.4145082657663346,Nissin,Cup,Mexico,4,
1.4131655906208518,Nissin,Cup,Mexico,4,
1.4118229154753685,Nissin,Pack,Mexico,4,
1.4104802403298857,Nissin,Cup,Mexico,4,
1.4091375651844025,Nissin,Cup,Mexico,4,
1.4077948900389197,Nissin,Cup,Mexico,3,
1.4064522148934369,Nissin,Pack,Mexico,4,
1.4051095397479536,Nissin,Cup,Mexico,3,
1.4037668646024708,Nissin,Cup,Mexico,3,
1.4024241894569875,Nissin,Cup,Mexico,5,
1.4010815143115047,Nissin,Cup,Mexico,4,
1.3997388391660215,Nissin,Cup,Mexico,4,
1.3983961640205387,Nissin,Pack,Mexico,4,
1.3970534888750559,Nissin,Cup,Mexico,4,
1.3957108137295726,Ve Wong,Pack,Taiwan,4,
1.3943681385840898,Patanjali,Pack,India,5,
1.3930254634386068,Qin Zong,Pack,China,3,
1.3916827882931238,Nissin,Cup,USA,4,
1.3903401131476407,Nissin,Cup,Hong Kong,4,
1.388997438002158,Pran,Pack,Bangladesh,4,
1.3876547628566747,Paldo,Pack,South Korea,5,
1.3863120877111919,Ogasawara,Pack,Japan,5,
1.384969412565709,Sapporo Ichiban,Bowl,Japan,3,
1.3836267374202258,Sau Tao,Bowl,Hong Kong,5,
1.382284062274743,Nissin,Cup,Japan,4.00,
1.3809413871292597,Nongshim,Bowl,South Korea,3.5,
1.379598711983777,Happy Cook,Pack,Taiwan,5.0,
1.3782560368382937,MAMA,Bowl,Thailand,4,
1.3769133616928109,Nissin,Cup,Japan,5,
1.3755706865473276,Goku-Uma,Bowl,USA,3,
1.3742280114018448,Nissin,Cup,Hong Kong,4.00,
1.372885336256362,Xiao Ban Mian,Pack,Taiwan,3.50,
1.3715426611108787,Xiao Ban Mian,Pack,Taiwan,5,
1.370199985965396,Xiao Ban Mian,Pack,Taiwan,3.8,
1.3688573108199127,Pran,Pack,Bangladesh,4,
1.3675146356744299,Nissin,Cup,Hong Kong,4,
1.3661719605289466,Fantastic,Cup,Australia,4,
1.3648292853834638,Ottogi,Pack,Mexico,4.00,
1.363486610237981,Nissin,Cup,Hong Kong,4.00,
1.3621439350924978,Ajinatori,Pack,Japan,4,
1.360801259947015,Maggi,Pack,India,5,
1.359458584801532,Maruchan,Pack,Mexico,3,
1.358115909656049,Nissin,Tray,Japan,5,
1.3567732345105659,Suimin,Cup,Australia,3,
1.355430559365083,Nissin,Pack,Hong Kong,4,
1.3540878842195998,Cintan,Pack,Malaysia,3,
1.352745209074117,Nissin,Cup,USA,4,
1.3514025339286342,Chuan Wei Wang,Bowl,China,3,
1.350059858783151,Suimin,Cup,Australia,3,
1.3487171836376681,Nissin,Cup,China,4,
1.3473745084921849,Sapporo Ichiban,Bowl,Japan,4,
1.346031833346702,Nissin,Pack,Hong Kong,5,
1.3446891582012188,Sichuan Baijia,Pack,China,5,
1.343346483055736,Samyang Foods,Pack,South Korea,4,
1.3420038079102528,Nissin,Pack,Hong Kong,5,
1.34066113276477,Myojo,Bowl,Japan,4,
1.3393184576192871,Nissin,Cup,Hong Kong,4,
1.3379757824738039,Master Kong,Pack,China,0,
1.336633107328321,Kamfen,Bowl,Hong Kong,4,
1.3352904321828378,Fantastic,Cup,Australia,3,
1.333947757037355,Nissin,Cup,Hong Kong,4,
1.3326050818918718,Nissin,Pack,Japan,5,
1.331262406746389,Samyang Foods,Pack,South Korea,5,
1.3299197316009062,Nissin,Cup,Hong Kong,4,
1.328577056455423,Sichuan Baijia,Pack,China,4,
1.32723438130994,Nissin,Bowl,Hong Kong,5,
1.325891706164457,Nissin,Pack,Japan,5,
1.324549031018974,Goku-Uma,Bowl,USA,3,
1.323206355873491,Nissin,Cup,USA,3,
1.3218636807280082,JML,Pack,China,4,
1.320521005582525,Suimin,Cup,Australia,4,
1.3191783304370421,Uni-President,Bowl,Taiwan,4,
1.3178356552915593,Nissin,Bowl,Hong Kong,4,
1.316492980146076,Sichuan Baijia,Pack,China,5,
1.3151503050005933,Samyang Foods,Pack,South Korea,4,
1.31380762985511,Wai Wai,Pack,India,4,
1.3124649547096272,Nissin,Pack,Hong Kong,5,
1.311122279564144,Shirakiku,Pack,USA,2,
1.3097796044186611,Nissin,Cup,Thailand,4,
1.308436929273178,Nissin,Cup,Japan,3,
1.307094254127695,Unif Tung-I,Pack,Taiwan,1,
1.3057515789822123,Sichuan Baijia,Pack,China,4,
1.304408903836729,Dream Kitchen,Cup,USA,5,
1.3030662286912462,Tablemark,Bowl,Japan,4,
1.301723553545763,Uni-President,Pack,Taiwan,5,
1.3003808784002802,Farmer's Heart,Bowl,USA,3.75,
1.299038203254797,Kamfen,Bowl,Hong Kong,4.3,
1.297695528109314,Fuku,Pack,Hong Kong,2.3,
1.2963528529638313,Goku-Uma,Bowl,USA,3,
1.295010177818348,Daikoku,Tray,Japan,5,
1.2936675026728652,Nissin,Cup,Thailand,3,
1.2923248275273822,Singa-Me,Cup,Australia,4,
1.2909821523818992,New Touch,Bowl,Japan,5,
1.2896394772364161,Ottogi,Pack,Mexico,4,
1.2882968020909333,Nissin,Pack,Hong Kong,4,
1.28695412694545,Love Cook,Pack,Taiwan,4,
1.2856114517999673,Nongshim,Cup,USA,5,
1.2842687766544845,Nissin,Bowl,Japan,5,
1.2829261015090012,Dream Kitchen,Cup,USA,4,
1.2815834263635184,Nissin,Cup,Hong Kong,4,
1.2802407512180352,Kang Shi Fu,Pack,Hong Kong,4,
1.2788980760725523,Nissin,Cup,Hong Kong,4,
1.277555400927069,Great Value,Cup,Canada,3,
1.2762127257815863,Fuku,Pack,Hong Kong,4,
1.274870050636103,Wang,Bowl,South Korea,3,
1.2735273754906202,Nissin,Cup,USA,4,
1.2721847003451374,Asian Thai Foods,Pack,Nepal,1,
1.2708420251996542,Nissin,Cup,Japan,5,
1.2694993500541714,Maruchan,Bowl,Japan,4,
1.268156674908688,Fashion Food,Bowl,Thailand,4,
1.2668139997632053,Paldo,Bowl,South Korea,5,
1.265471324617722,Nissin,Cup,Hong Kong,4,
1.2641286494722392,Nissin,Bowl,Japan,5,
1.2627859743267564,Fantastic,Cup,Australia,4,
1.2614432991812732,Marutai,Pack,Japan,4,
1.2601006240357904,Kang Shi Fu,Pack,Hong Kong,4,
1.2587579488903073,Nissin,Bowl,Japan,5,
1.2574152737448243,Maruchan,Pack,USA,4,
1.2560725985993413,Nagatanien,Pack,Japan,3,
1.2547299234538585,Fuku,Bowl,Hong Kong,4,
1.2533872483083752,Wai Wai,Pack,India,4,
1.2520445731628924,KOKA,Pack,Singapore,4,
1.2507018980174096,Nyor Nyar,Pack,Malaysia,5,
1.2493592228719264,Nissin,Cup,Japan,5,
1.2480165477264435,Paldo,Pack,South Korea,5,
1.2466738725809603,Fantastic,Cup,Australia,1,
1.2453311974354775,Tseng Noodles,Pack,Taiwan,4,
1.2439885222899942,Nissin,Pack,Hong Kong,5,
1.2426458471445114,A-Sha Dry Noodle,Tray,Taiwan,3,
1.2413031719990282,Myojo,Pack,Singapore,5,
1.2399604968535454,Sapporo Ichiban,Bowl,Japan,4,
1.2386178217080626,Acecook,Pack,Vietnam,4,
1.2372751465625793,Paldo,Pack,South Korea,4,
1.2359324714170965,Nissin,Cup,Thailand,3,
1.2345897962716132,Morre,Pack,Pakistan,4,
1.2332471211261304,Nissin,Pack,Hong Kong,5,
1.2319044459806472,Roland,Pack,USA,0,
1.2305617708351644,Nissin,Cup,Hong Kong,3,
1.2292190956896816,Nissin,Bowl,Japan,5,
1.2278764205441983,Maruchan,Bowl,USA,4,
1.2265337453987155,Nissin,Cup,Brazil,4,
1.2251910702532325,Nongshim,Bowl,USA,4,
1.2238483951077495,Nissin,Cup,Hong Kong,4,
1.2225057199622664,Mr. Lee's Noodles,Cup,UK,2,
1.2211630448167836,Mr. Lee's Noodles,Cup,UK,5,
1.2198203696713004,Mr. Lee's Noodles,Cup,UK,3,
1.2184776945258176,Mr. Lee's Noodles,Cup,UK,3,
1.2171350193803347,Mr. Lee's Noodles,Cup,UK,5.00,
1.2157923442348515,Mr. Lee's Noodles,Cup,UK,3.3,
1.2144496690893687,Nissin,Bowl,Japan,5.0,
1.2131069939438854,Fuku,Pack,Hong Kong,4,
1.2117643187984026,Knorr,Pack,Pakistan,3,
1.2104216436529194,Nyor Nyar,Pack,Malaysia,5,
1.2090789685074366,Choumama,Pack,Taiwan,4.00,
1.2077362933619533,Myojo,Bowl,Japan,4.75,
1.2063936182164705,Nissin,Cup,Hong Kong,4,
1.2050509430709877,Singa-Me,Cup,Australia,2.5,
1.2037082679255044,Pulmuone,Pack,South Korea,5,
1.2023655927800216,Master Kong,Pack,China,4,
1.2010229176345384,Nissin,Pack,Japan,5,
1.1996802424890556,President Rice,Bowl,Thailand,2.75,
1.1983375673435723,MAMA,Pack,Thailand,3.50,
1.1969948921980895,MAMA,Pack,Thailand,3.50,
1.1956522170526067,MAMA,Pack,Thailand,4,
1.1943095419071235,MAMA,Bowl,Thailand,3,
1.1929668667616407,MAMA,Pack,Thailand,5,
1.1916241916161576,MAMA,Pack,Thailand,4,
1.1902815164706746,MAMA,Pack,Thailand,4,
1.1889388413251916,MAMA,Pack,Thailand,5,
1.1875961661797088,MAMA,Pack,Thailand,4,
1.1862534910342255,MAMA,Cup,Thailand,5,
1.1849108158887427,MAMA,Pack,Thailand,4,
1.1835681407432599,MAMA,Pack,Thailand,4,
1.1822254655977766,MAMA,Pack,Thailand,4,
1.1808827904522938,Maruchan,Pack,USA,4,
1.1795401153068106,Happy Family,Pack,Singapore,4,
1.1781974401613278,Tseng Noodles,Pack,Taiwan,5,
1.1768547650158445,Great Value,Cup,Canada,3,
1.1755120898703617,JML,Pack,China,4,
1.1741694147248785,Suimin,Cup,Australia,3,
1.1728267395793956,Tseng Noodles,Pack,Taiwan,5,
1.1714840644339128,Nissin,Bowl,Japan,4,
1.1701413892884296,Tseng Noodles,Pack,Taiwan,5,
1.1687987141429468,Nongshim,Pack,South Korea,5,
1.1674560389974635,Menraku,Bowl,Japan,5,
1.1661133638519807,La Moderna,Pack,Mexico,3,
1.1647706887064975,A-Sha Dry Noodle,Tray,Taiwan,5,
1.1634280135610147,Master Kong,Pack,China,4,
1.1620853384155319,A-Sha Dry Noodle,Tray,Taiwan,2,
1.1607426632700486,Jingqi,Pack,Taiwan,4,
1.1593999881245658,Jingqi,Pack,Taiwan,4,
1.1580573129790828,Jingqi,Pack,Taiwan,4,
1.1567146378335997,Jingqi,Pack,Taiwan,5,
1.1553719626881167,Jingqi,Pack,Taiwan,5,
1.154029287542634,Jingqi,Pack,Taiwan,3,
1.1526866123971506,Jingqi,Pack,Taiwan,5,
1.1513439372516678,Jingqi,Pack,Taiwan,5,
1.150001262106185,Maruchan,Cup,USA,3,
1.1486585869607018,Sapporo Ichiban,Bowl,Japan,3,
1.147315911815219,Dream Kitchen,Cup,USA,3,
1.1459732366697357,Nissin,Pack,Brazil,4,
1.144630561524253,Thien Houng Foods,Pack,Vietnam,3,
1.1432878863787697,Maruchan,Bowl,USA,4,
1.1419452112332868,Nissin,Bowl,Japan,5,
1.1406025360878036,Wang,Bowl,South Korea,5,
1.1392598609423208,Fuku,Pack,Hong Kong,4,
1.137917185796838,Fuku,Pack,Hong Kong,4,
1.1365745106513547,Nissin,Pack,Hong Kong,4,
1.135231835505872,Nissin,Pack,Hong Kong,4,
1.1338891603603887,Doll,Pack,Hong Kong,2,
1.1325464852149059,Four Seas,Pack,Hong Kong,4,
1.1312038100694226,Nissin,Bowl,Japan,5.00,
1.1298611349239398,Maruchan,Cup,USA,5.0,
1.128518459778457,Myojo,Pack,Singapore,4.0,
1.1271757846329737,Kang Shi Fu,Pack,Hong Kong,4,
1.125833109487491,CarJEN,Pack,Malaysia,5,
1.124490434342008,Sapporo Ichiban,Cup,Japan,4,
1.1231477591965249,Suimin,Cup,Australia,2.25,
1.1218050840510418,Nissin,Bowl,Japan,5.00,
1.120462408905559,Happy Family,Pack,Singapore,4,
1.1191197337600758,7 Select,Bowl,Thailand,3.5,
1.117777058614593,Nissin,Cup,Thailand,5,
1.1164343834691102,Nissin,Pack,Thailand,5,
1.115091708323627,Nissin,Pack,Thailand,4,
1.113749033178144,Nissin,Cup,Thailand,3.50,
1.1124063580326609,Nissin,Cup,Thailand,3.50,
1.111063682887178,Nissin,Cup,Thailand,3.25,
1.1097210077416948,7 Select,Bowl,Thailand,4,
1.108378332596212,Nissin,Pack,Thailand,4.0,
1.1070356574507287,Nissin,Cup,Thailand,4.00,
1.105692982305246,Nissin,Pack,Thailand,3.50,
1.1043503071597631,Nissin,Cup,Thailand,4,
1.1030076320142799,Nissin,Pack,Thailand,4,
1.101664956868797,Nissin,Cup,Hong Kong,3.75,
1.1003222817233138,Great Value,Pack,Canada,3.00,
1.098979606577831,Oni Hot Pot,Pack,Taiwan,4.3,
1.0976369314323478,Weh Lih,Pack,Taiwan,1,
1.096294256286865,Nissin,Pack,Brazil,4.5,
1.0949515811413821,Itomen,Pack,Japan,3.5,
1.0936089059958989,Maruchan,Pack,USA,3,
1.092266230850416,Wang,Bowl,South Korea,4,
1.090923555704933,Roland,Pack,USA,0,
1.08958088055945,Nissin,Cup,Japan,5,
1.088238205413967,Samyang Foods,Pack,South Korea,4,
1.0868955302684842,Myojo,Pack,Singapore,4,
1.085552855123001,Sanpo,Bowl,Japan,4,
1.0842101799775181,Nongshim,Cup,USA,5,
1.0828675048320353,CarJEN,Pack,Malaysia,5,
1.081524829686552,Maruchan,Bowl,Japan,4,
1.0801821545410693,Nissin,Pack,Singapore,5,
1.078839479395586,Nongshim,Pack,South Korea,5,
1.0774968042501032,Oni Hot Pot,Pack,Taiwan,2,
1.07615412910462,Doll,Pack,Hong Kong,4,
1.0748114539591371,MyKuali,Cup,Malaysia,5,
1.0734687788136539,Nissin,Pack,Hong Kong,5,
1.072126103668171,Nissin,Cup,Hong Kong,5,
1.0707834285226883,Nissin,Bowl,Hong Kong,4,
1.069440753377205,Nissin,Pack,Hong Kong,4,
1.0680980782317222,Nissin,Pack,Hong Kong,5,
1.066755403086239,Fuku,Bowl,Hong Kong,5,
1.0654127279407561,Nissin,Pack,Hong Kong,5,
1.064070052795273,Nissin,Pack,Hong Kong,5,
1.06272737764979,Nissin,Cup,Hong Kong,4,
1.0613847025043073,Nissin,Cup,Hong Kong,4,
1.060042027358824,Fuku,Pack,Hong Kong,4,
1.0586993522133412,Nissin,Cup,Hong Kong,5,
1.0573566770678582,Nissin,Cup,Hong Kong,4,
1.0560140019223752,Nissin,Cup,Hong Kong,5,
1.0546713267768921,Nissin,Bowl,Hong Kong,3.75,
